-0.013314757,0.589280673,0.592964047,0.380379383,0.580958769,-0.25631706,-0.205756483,-0.273229622,-2.138840588,0.818491813,0.12137525,-0.260399425,-0.387044665,-2.587311486,-0.869695006,1.297307567,0.774747091,-1.528008155,0.058928883,0.692644626,-0.197120694,-1.440193176,0.317801167,-0.012367658,-0.342443484,5
-1.001831108,0.383398151,0.4354966,0.252344427,0.664190248,0.464759586,-0.990110853,-0.682281794,0.399041802,0.141687021,-1.027304697,0.735700349,-2.811306207,0.144397887,0.780857781,0.767632909,-0.139334906,1.372019259,0.340088918,0.98875787,0.53468223,-0.844125131,-1.330830028,-0.143005757,-1.938009732,2
-1.127132132,0.142539623,0.449842197,-0.618171324,0.042540303,-1.574250717,-1.86641843,-0.57874611,0.293330783,-0.979352633,-1.762247503,1.60754517,1.160265006,-0.001206518,-0.729994589,0.028850889,1.69898363,-0.402679368,-0.673226559,-0.785509085,1.038806894,-0.103749961,1.053070004,-0.471083038,-0.469144832,8
-0.291579422,-1.386695362,0.59448519,0.002998487,-0.27867291,0.255856606,-0.730721511,0.193703056,-1.532435544,-1.158344754,-0.592288081,-0.875901081,-1.088001279,0.253954868,1.689171169,0.70857164,0.856551364,0.0034873,-0.190293034,0.592331641,-0.375397804,0.238594236,0.269723323,0.739946562,-0.057494434,8
-1.593339646,0.83988866,-0.40870187,0.216184401,-0.773576636,0.225191746,-1.2960124,-0.681330676,0.182507484,0.715969711,0.191454887,0.386794101,-1.576982523,-0.551373161,0.292560198,-0.234143337,0.636770371,0.047396504,0.221538225,-0.953156203,0.372341527,-0.914717731,-0.023791992,-1.116040493,0.369103409,2
0.006789216,-0.395016955,-0.981101957,1.194092319,1.090398559,1.457550215,-0.29653989,-0.002089153,-0.240104245,0.105611286,-1.831799884,0.253461049,0.728781518,1.333516289,1.511251206,-1.572572078,-0.087085404,0.636243689,0.279736048,-0.400826492,-0.008737477,-0.38604234,0.587539944,-1.125848986,2.458643016,2
-1.348565166,0.454873222,0.117961455,0.233060569,-1.141586268,-1.086477556,-1.40063351,-0.513610161,-0.725989273,-0.701642176,-0.720242019,1.564681335,0.435937374,1.24600526,-0.9340174,-0.507222065,1.594596544,-0.3234992,-0.488769586,-0.576996284,1.02643533,0.638735949,-0.196962697,-0.428549892,0.721752546,2
0.578321262,-2.365746576,0.143920534,-0.492563009,-0.251810932,-0.032148144,-0.706519217,-0.019198501,-0.318430873,-0.226461407,-0.735001915,0.348412851,-1.651045205,0.768204594,-1.575560652,0.380656882,-0.214989819,1.035401249,-0.472465315,-0.571455445,-0.381505153,1.454877597,-1.855894677,1.538799985,0.250639262,8
1.009058932,1.242807837,1.686805073,0.998179722,0.068305522,0.893265286,-1.325658701,-0.70450926,1.247505322,1.85167447,0.557486186,-1.119901773,0.81829809,0.91249293,-0.358610525,1.41546089,2.10395304,0.041334425,1.497489013,2.969221822,-1.769070575,1.151840333,2.497929859,-0.793316399,-2.122046828,1
-0.186719792,-0.926200047,0.062751735,1.586592492,-0.105305884,0.468173227,1.574972427,0.46095336,-0.124790384,0.320226074,-0.86535685,-1.312153576,-1.403930235,-0.148592054,0.8301721,0.890534524,-0.360374393,-0.428333627,0.297056631,1.337351521,-0.498074699,-1.173028569,-0.640367616,-0.778089861,0.756205091,3
-0.452017087,0.299662152,-0.105268601,-1.861578044,-1.04599286,0.527005404,-0.566625817,-1.619576649,-0.351568918,0.177059844,-0.255828349,0.562358418,-0.354558193,0.375504927,0.464547079,0.940926812,-1.408236476,0.739347048,-0.480155381,2.462403341,0.445480172,1.163708092,-0.17691681,-0.372086732,1.197619387,8
0.666989709,0.445921733,-1.14209847,-0.115242773,-0.792258337,-1.855965357,0.102646121,0.830378804,-0.541912376,0.158750389,0.770198415,-0.999693685,-0.003041547,0.328630186,0.72124627,-1.427668239,1.812129245,0.708338561,1.228531515,-0.757120934,-0.53024142,-0.30299308,0.565517366,-1.840937293,-2.092864101,1
0.907166078,1.083849645,0.704925314,-1.879968409,-0.072414758,0.733765295,-0.362935362,2.606884392,-0.369303392,0.130657488,-0.743223061,0.952935929,-0.854122075,-1.756602672,0.0829212,-1.018350555,-0.223516092,1.308274592,-0.99906767,1.760932966,-0.861553372,0.431710481,-1.034511102,-1.597796834,0.368641048,7
1.13105227,1.794820135,0.223481489,-0.248247122,3.306502872,1.634539434,-1.037683973,0.605332367,-0.036544441,-1.274728301,-0.980803268,0.906246977,0.314527516,0.673937267,0.101808049,-0.754011039,-0.403201834,-0.87412576,0.117253626,0.787973333,0.921189268,0.470097305,-2.158531916,-1.403165009,0.38564573,4
1.381326471,-0.315296328,-1.51987287,-1.242314589,-0.589612406,-0.932708455,0.920808483,1.34757744,0.685203899,0.440843714,0.032233954,-1.12438251,-0.070965172,1.413008821,-1.669322197,0.580809359,-1.094789063,1.497073351,0.132654199,-0.128649552,0.454972504,1.065084685,-1.275023733,-0.77073654,0.528699187,0
-0.60972455,-1.351286751,0.659278821,0.771156792,-0.613700756,-0.104841191,-0.119974051,1.422078832,-0.432073406,0.306793128,-1.680474472,-0.416324438,0.744794068,-1.239619983,-0.01819176,0.349202425,0.732314281,-0.030163689,-1.365910381,1.129035807,-0.005078151,0.555442461,-0.754369192,-0.606828993,-1.905093993,9
